Koordinatensystem : Lambert konform konisch
Rechtswert        : 3766500 Meter
Hochwert          : 2561500 Meter
Hoehenlage        : 192 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3766500 2561500  1  8 19  -2.4 1006 221  3.4 8  2.5  79    0    0 268 -285  2
3766500 2561500  1  8 20  -2.8 1005 218  2.3 8  2.6  84    0    0 270 -286  2
3766500 2561500  1  8 21  -2.7 1004 237  2.6 8  2.8  89    0    0 273 -287  2
3766500 2561500  1  8 22  -2.4 1004 246  1.7 8  2.9  92    0    0 277 -289  2
3766500 2561500  1  8 23  -2.3 1004 226  2.5 8  3.0  94    0    0 280 -291  2
3766500 2561500  1  8 24  -2.2 1004 237  2.2 8  3.0  94    0    0 283 -292  2
3766500 2561500  1  9  1  -1.9 1004 247  2.2 8  3.1  94    0    0 285 -293  2
3766500 2561500  1  9  2  -2.0 1004 248  2.6 8  3.1  94    0    0 288 -295  2
3766500 2561500  1  9  3  -1.9 1003 257  2.2 8  3.1  94    0    0 289 -296  2
3766500 2561500  1  9  4  -1.8 1003 247  2.0 8  3.1  94    0    0 290 -297  2
3766500 2561500  1  9  5  -1.7 1003 246  1.1 8  3.1  93    0    0 290 -298  2
3766500 2561500  1  9  6  -1.4 1002 217  0.6 8  3.2  93    0    0 292 -299  2
3766500 2561500  1  9  7  -1.1 1003 228  1.2 7  3.3  94    0    0 289 -301  2
3766500 2561500  1  9  8  -1.1 1003 189  1.3 7  3.3  93    0    0 284 -301  2
3766500 2561500  1  9  9  -1.5 1003 246  1.3 6  3.3  95    0    1 279 -302  2
3766500 2561500  1  9 10  -0.9 1004 226  1.7 7  3.4  98    0   14 280 -304  2
3766500 2561500  1  9 11  -0.3 1004 239  1.9 7  3.6  97    0   63 285 -307  2
3766500 2561500  1  9 12   0.6 1004 232  2.0 7  3.7  97    0   81 288 -311  2
3766500 2561500  1  9 13   0.8 1005 242  2.5 7  3.9  96    0   52 289 -315  2
3766500 2561500  1  9 14   1.3 1004 231  3.6 7  4.0  96    0   47 290 -317  2
3766500 2561500  1  9 15   1.7 1003 247  3.2 6  4.1  96    0   59 288 -317  2
3766500 2561500  1  9 16   2.0 1003 228  4.6 8  4.2  97   12   56 296 -317  2
3766500 2561500  1  9 17   1.8 1002 221  5.3 7  4.3  97    2   14 303 -316  2
3766500 2561500  1  9 18   1.6 1002 230  5.6 8  4.2  96    0    0 302 -315  2
3766500 2561500  1  9 19   1.3 1001 228  6.5 8  4.2  98    0    0 308 -315  2
3766500 2561500  1  9 20   1.5 1000 227  6.2 8  4.2  98    0    0 308 -314  2
3766500 2561500  1  9 21   1.7  999 229  7.5 8  4.2  96    0    0 309 -314  2
3766500 2561500  1  9 22   2.2  998 229  7.8 8  4.4  98    0    0 310 -314  2
3766500 2561500  1  9 23   2.6  996 229  8.4 8  4.5  98    0    0 312 -314  2
3766500 2561500  1  9 24   3.2  995 230  7.5 7  4.6  98    0    0 310 -315  2
